cluster_id,latitude,longitude,h3
205,42.2777538889,-83.74733,8c274996c3757ff
175,42.2831944444,-83.7357844444,8c2ab2593783dff
205,42.2777861111,-83.7474575,8c274996c370bff
52,42.2978194444,-83.7205902778,8c2ab259065bdff
131,42.2641833333,-83.750265,8c274996d4db7ff
191,42.284815,-83.7437141667,8c274996cb1c7ff
205,42.2781044444,-83.7484011111,8c274996c3767ff
183,42.2867530556,-83.7433325,8c274996cb30dff
95,42.2506113889,-83.7569230556,8c274996951cbff
117,42.2741597222,-83.7765341667,8c274996e3601ff
205,42.2782994444,-83.7476511111,8c274996c3741ff
183,42.2867761111,-83.74340027779999,8c274996cb36bff
49,42.2874083333,-83.7190783333,8c2ab2593169dff
83,42.2549866667,-83.7510861111,8c2749969c065ff
49,42.2874852778,-83.7192816667,8c2ab25931683ff
205,42.2781552778,-83.7473433333,8c274996c374bff
4,42.2955194444,-83.70487083329999,8c2ab25915045ff
183,42.2868216667,-83.7433911111,8c274996cb36bff
174,42.2727875,-83.7493094444,8c274996c259dff
174,42.2726708333,-83.7494294444,8c274996c259dff
198,42.2780166667,-83.7444158333,8c274996dd94dff
205,42.2778552778,-83.7472947222,8c274996c3757ff
49,42.287435,-83.71881305560001,8c2ab25931699ff
174,42.2727619444,-83.7495580556,8c274996c2583ff
189,42.2802416667,-83.7409661111,8c274996ca455ff
38,42.2729386111,-83.7990602778,8c274996e6985ff
83,42.2548722222,-83.7511441667,8c2749969c065ff
133,42.2896438889,-83.7382716667,8c2ab25934327ff
183,42.2869263889,-83.7437866667,8c274996cb36dff
173,42.2718677778,-83.7401919444,8c274996dcee3ff
87,42.3005647222,-83.7354441667,8c2ab2592af17ff
191,42.2846516667,-83.7435125,8c274996cb189ff
40,42.315965000000006,-83.7337238889,8c2ab25962aa1ff
4,42.2957547222,-83.7051177778,8c2ab25915313ff
45,42.2903563889,-83.7129375,8c2ab2593b345ff
45,42.290315,-83.7129786111,8c2ab2593b345ff
45,42.2901925,-83.7128983333,8c2ab2593b347ff
204,42.28048,-83.74404416670001,8c274996cae57ff
52,42.2978355556,-83.7205311111,8c2ab25906587ff
26,42.3118616667,-83.7074611111,8c2ab25908e57ff
61,42.2493497222,-83.7001961111,8c2ab259ab401ff
183,42.287025,-83.7434466667,8c274996cb369ff
26,42.3118494444,-83.7078983333,8c2ab25908e01ff
34,42.3184697222,-83.7172091667,8c2ab2590d043ff
86,42.3036866667,-83.73545611109999,8c2ab2592b891ff
45,42.2907416667,-83.7126633333,8c2ab259149a5ff
52,42.29778,-83.7203336111,8c2ab259065b9ff
87,42.3006408333,-83.7361136111,8c2ab2592af35ff
29,42.2528891667,-83.6745311111,8c2ab2598a315ff
23,42.3172130556,-83.7135530556,8c2ab2590d645ff
48,42.2561236111,-83.69175388890001,8c2ab25985639ff
23,42.317110277800005,-83.71353861109999,8c2ab2590d645ff
8,42.3051280556,-83.6929858333,8c2ab25956155ff
163,42.2642633333,-83.7398161111,8c274996d0d27ff
144,42.2867688889,-83.7323916667,8c2ab25934613ff
40,42.3161325,-83.7341572222,8c2ab25962853ff
40,42.3164036111,-83.7341436111,8c2ab25962851ff
8,42.3052805556,-83.6928802778,8c2ab2595614bff
26,42.3116791667,-83.7077705556,8c2ab25908e03ff
133,42.2898633333,-83.7386169444,8c2ab25935899ff
40,42.3163402778,-83.73429,8c2ab25962851ff
23,42.3170122222,-83.7131925,8c2ab2590d643ff
191,42.284765,-83.743785,8c274996cb1c7ff
183,42.2870880556,-83.7439152778,8c274996c86b3ff
146,42.2389441667,-83.7388791667,8c274996935c7ff
83,42.2550361111,-83.7509527778,8c2749969c06dff
143,42.2876644444,-83.7334475,8c2ab25934661ff
170,42.2717069444,-83.7446366667,8c274996d52edff
183,42.2870258333,-83.7434683333,8c274996cb369ff
26,42.3117933333,-83.7074161111,8c2ab25908e57ff
20,42.3221277778,-83.7151733333,8c2ab25946a05ff
23,42.3172711111,-83.7133358333,8c2ab2590d649ff
26,42.3115488889,-83.7078780556,8c2ab25908e3bff
34,42.3185344444,-83.7172708333,8c2ab2590d043ff
32,42.3168691667,-83.7065002778,8c2ab25909029ff
26,42.3117388889,-83.7076327778,8c2ab25908e1dff
21,42.3057036111,-83.7075583333,8c2ab2590a801ff
33,42.3171194444,-83.71712194439999,8c2ab2590d085ff
26,42.3116783333,-83.70774499999999,8c2ab25908e15ff
43,42.2566186111,-83.6956166667,8c2ab259850a3ff
22,42.3028016667,-83.7041011111,8c2ab2590accdff
184,42.2773572222,-83.7333261111,8c2ab25936cc3ff
26,42.3118125,-83.7071616667,8c2ab25908e53ff
52,42.2979208333,-83.7206252778,8c2ab25906587ff
4,42.2954263889,-83.70509444439999,8c2ab2591506bff
130,42.2318416667,-83.7388919444,8c2ab24b44159ff
4,42.2951930556,-83.7049022222,8c2ab25915009ff
29,42.2528836111,-83.6742066667,8c2ab2598a311ff
4,42.2954941667,-83.7052769444,8c2ab25915069ff
4,42.2953408333,-83.7050294444,8c2ab2591500dff
39,42.2282855556,-83.7786708333,8c274994d80d7ff
4,42.295353611100005,-83.7049766667,8c2ab25915047ff
51,42.2948544444,-83.7191091667,8c2ab25938329ff
129,42.2343763889,-83.7390316667,8c2ab24b45a1bff
51,42.2949469444,-83.7186508333,8c2ab2593830dff
51,42.2948644444,-83.7189494444,8c2ab25938363ff
47,42.255057777800005,-83.6861991667,8c2ab25980347ff
4,42.2952125,-83.7051683333,8c2ab25915005ff
130,42.2318683333,-83.7387477778,8c2ab24b44333ff
144,42.2864322222,-83.7324105556,8c2ab259346c7ff
22,42.3025213889,-83.7048841667,8c2ab2590ace5ff
144,42.2862588889,-83.7321225,8c2ab25934689ff
4,42.2952569444,-83.7048925,8c2ab25915009ff
144,42.286355,-83.7323736111,8c2ab2593468dff
51,42.2948475,-83.7192002778,8c2ab2593832dff
9,42.2841425,-83.70172027779999,8c2ab2591601bff
19,42.2650677778,-83.6802063889,8c2ab259c6421ff
144,42.2863783333,-83.7321211111,8c2ab259346c3ff
22,42.3024869444,-83.7042819444,8c2ab2590acebff
22,42.3024061111,-83.7044736111,8c2ab2590ace3ff
29,42.25281,-83.6741422222,8c2ab2598a313ff
170,42.2717161111,-83.7447697222,8c274996d52edff
181,42.2772811111,-83.7310586111,8c2ab259365b3ff
115,42.2725566667,-83.7858480556,8c274996e2843ff
81,42.2461855556,-83.7494441667,8c27499690aa9ff
190,42.2745063889,-83.7443083333,8c274996dc80dff
170,42.2717519444,-83.7442144444,8c274996d52c5ff
167,42.2613725,-83.7374569444,8c274996d76ebff
119,42.2681258333,-83.7712177778,8c2749968cc1bff
193,42.2758558333,-83.7465011111,8c274996c34c7ff
173,42.2717008333,-83.7404230556,8c274996dcea1ff
214,42.2803636111,-83.7459836111,8c274996caf11ff
172,42.2735788889,-83.740925,8c274996dc195ff
173,42.2717091667,-83.74072,8c274996dcea5ff
173,42.2720441667,-83.7406672222,8c274996dcc59ff
173,42.2713255556,-83.7405641667,8c274996dccc9ff
173,42.2719469444,-83.7388780556,8c274996dc5e5ff
187,42.2829083333,-83.7409211111,8c274996cb51bff
178,42.2691125,-83.7471941667,8c274996d404dff
176,42.2721875,-83.7359811111,8c274996dc6a9ff
173,42.2710083333,-83.74049194439999,8c274996dccddff
186,42.2760105556,-83.7326338889,8c274996d9955ff
172,42.2733211111,-83.7407511111,8c274996dce69ff
123,42.2813502778,-83.7284230556,8c2ab25937439ff
178,42.2697972222,-83.7472683333,8c274996d4359ff
182,42.2750402778,-83.7345283333,8c274996dd6a1ff
197,42.2761830556,-83.74433499999999,8c274996dd9abff
87,42.3005552778,-83.7357191667,8c2ab2592af3bff
40,42.3162433333,-83.7341325,8c2ab25962853ff
134,42.2907858333,-83.7395208333,8c2ab25935817ff
86,42.3037308333,-83.73512,8c2ab2592a327ff
40,42.3161652778,-83.7339697222,8c2ab25962aadff
9,42.284335,-83.7015227778,8c2ab25916053ff
86,42.3036272222,-83.7349366667,8c2ab2592a149ff
1,42.2310941667,-83.6799502778,8c2ab259bb4bdff
43,42.2568775,-83.69562638890001,8c2ab259850a1ff
32,42.3168311111,-83.70706055560001,8c2ab25909119ff
40,42.3162533333,-83.7342052778,8c2ab25962853ff
191,42.2847841667,-83.7436283333,8c274996cb1c7ff
183,42.2867975,-83.743195,8c274996cb347ff
21,42.3059352778,-83.70743,8c2ab2590a843ff
87,42.3001058333,-83.73603277779999,8c2ab2592ad5bff
133,42.2897763889,-83.73852027779999,8c2ab2593589bff
34,42.3183544444,-83.71736444439999,8c2ab2590d009ff
50,42.2904980556,-83.7181736111,8c2ab25938eabff
33,42.3171266667,-83.7173125,8c2ab2590d0a9ff
26,42.3115516667,-83.7076277778,8c2ab25908e11ff
33,42.3168391667,-83.7173547222,8c2ab2590d0b5ff
191,42.2846094444,-83.7436819444,8c274996cb189ff
32,42.3168827778,-83.706525,8c2ab25909029ff
183,42.2869075,-83.7437144444,8c274996cb361ff
129,42.2346505556,-83.7387125,8c2ab24b45167ff
133,42.28973,-83.7385058333,8c2ab2593589bff
40,42.3164508333,-83.7341466667,8c2ab25962859ff
87,42.300435277800005,-83.7358783333,8c2ab2592af33ff
86,42.3038236111,-83.7348819444,8c2ab2592a321ff
209,42.2831641667,-83.74609194439999,8c274996ca169ff
173,42.2719016667,-83.73932194439999,8c274996dceddff
185,42.2751636111,-83.7314425,8c274996d9833ff
173,42.2718727778,-83.7409286111,8c274996dcc57ff
182,42.2750513889,-83.7346058333,8c274996dd6a1ff
173,42.2708530556,-83.7401536111,8c274996dccdbff
78,42.2296919444,-83.7260541667,8c2ab24b40011ff
78,42.2296686111,-83.72577555560001,8c2ab24b4001bff
173,42.2720494444,-83.73921750000001,8c274996dc537ff
172,42.2733686111,-83.7405941667,8c274996dc193ff
186,42.276213611100005,-83.7326533333,8c274996d9943ff
214,42.2805366667,-83.7459586111,8c274996caf1dff
173,42.2718111111,-83.7408680556,8c274996dcc53ff
186,42.2757919444,-83.7325275,8c274996d9919ff
172,42.2732608333,-83.7408186111,8c274996dce69ff
173,42.2719936111,-83.7395816667,8c274996dcec3ff
186,42.2758783333,-83.7324925,8c274996d9957ff
182,42.2748411111,-83.7347208333,8c274996dd6a7ff
78,42.2297358333,-83.7259252778,8c2ab24b40019ff
179,42.2785644444,-83.7395741667,8c274996dd323ff
183,42.2868077778,-83.7436552778,8c274996cb361ff
179,42.2787194444,-83.73992750000001,8c274996dd325ff
173,42.2721608333,-83.7406519444,8c274996dcc59ff
179,42.2788580556,-83.7397591667,8c274996dd32dff
78,42.2297158333,-83.72586888890001,8c2ab24b40019ff
173,42.2719108333,-83.7421213889,8c274996dcc21ff
173,42.2720861111,-83.7413841667,8c274996dcc09ff
173,42.27181,-83.7394269444,8c274996dced5ff
179,42.2786994444,-83.7393386111,8c274996dd307ff
172,42.2732597222,-83.7404908333,8c274996dce45ff
126,42.2295969444,-83.7386097222,8c2ab24b44e0dff
179,42.2785369444,-83.73905527779999,8c274996dd339ff
205,42.2780375,-83.7456702778,8c274996c364bff
189,42.2803741667,-83.7406505556,8c274996ca459ff
180,42.2786683333,-83.7369438889,8c274996dd251ff
22,42.3026119444,-83.7042291667,8c2ab2590acc5ff
205,42.2779144444,-83.7462527778,8c274996c366bff
180,42.2785413889,-83.73728388890001,8c274996dd20bff
204,42.2803755556,-83.7440352778,8c274996cae19ff
125,42.2440602778,-83.7347016667,8c2749969a0a3ff
131,42.2645991667,-83.7502388889,8c274996d4dabff
119,42.2680741667,-83.7712888889,8c2749968cc1bff
131,42.2642908333,-83.7500091667,8c274996d4db1ff
18,42.309365277800005,-83.6772772222,8c2ab2595a847ff
22,42.3026308333,-83.7041355556,8c2ab2590acc5ff
52,42.2981,-83.7205144444,8c2ab25906585ff
87,42.3006425,-83.735765,8c2ab2592af39ff
190,42.274425,-83.7445675,8c274996dc805ff
52,42.2979808333,-83.7205516667,8c2ab25906587ff
87,42.3005402778,-83.7357966667,8c2ab2592af3bff
28,42.2455191667,-83.6804697222,8c2ab259822a7ff
183,42.2869266667,-83.7434186111,8c274996cb345ff
18,42.3094666667,-83.67715611109999,8c2ab2595a847ff
86,42.3038961111,-83.7350836111,8c2ab2592a325ff
184,42.2773322222,-83.73310361109999,8c2ab25936cddff
132,42.2887158333,-83.7357136111,8c2ab259342a9ff
175,42.2810269444,-83.7335988889,8c2ab25936025ff
18,42.3094069444,-83.6775283333,8c2ab2595a86bff
93,42.2889941667,-83.7657033333,8c274996c531bff
87,42.3004883333,-83.7360180556,8c2ab2592af37ff
94,42.2469425,-83.7613905556,8c274996948c3ff
179,42.2790008333,-83.7394525,8c274996dd363ff
211,42.2815422222,-83.7509852778,8c274996c06c3ff
132,42.2887,-83.7357519444,8c2ab259342a9ff
175,42.2815066667,-83.7334958333,8c2ab25936159ff
29,42.2529791667,-83.6743386111,8c2ab2598a311ff
11,42.2745522222,-83.6740025,8c2ab259c0203ff
92,42.2854644444,-83.7803502778,8c274996e8f4bff
134,42.2908961111,-83.7394941667,8c2ab25935815ff
43,42.2567936111,-83.696155,8c2ab25985199ff
169,42.2604225,-83.7295691667,8c274996d3565ff
156,42.2643408333,-83.7340630556,8c274996d0513ff
159,42.2817644444,-83.7587661111,8c274996c0d4dff
200,42.2812708333,-83.74400611109999,8c274996ca0abff
209,42.2833108333,-83.74603694439999,8c274996cb893ff
135,42.2493716667,-83.72131805560001,8c2ab259a09cdff
173,42.2709233333,-83.74082444439999,8c274996dcc89ff
126,42.2295525,-83.7390297222,8c2ab24b44e67ff
91,42.2449513889,-83.757245,8c27499694e99ff
151,42.2568266667,-83.7271283333,8c274996d2681ff
171,42.2694675,-83.7389863889,8c274996d182bff
130,42.231667777800006,-83.7388877778,8c2ab24b4415bff
120,42.2593825,-83.71118416670001,8c2ab259a9841ff
200,42.2812802778,-83.7439425,8c274996ca0abff
138,42.2446844444,-83.7249177778,8c2ab259a614dff
156,42.2643422222,-83.7334780556,8c274996d0435ff
175,42.2812497222,-83.7354575,8c2ab25936a19ff
135,42.2497338889,-83.7215627778,8c2ab259a091dff
130,42.2321894444,-83.7385802778,8c2ab24b44339ff
173,42.2708833333,-83.7410077778,8c274996dcc8dff
36,42.2578858333,-83.70046500000001,8c2ab25985861ff
10,42.2746091667,-83.6796041667,8c2ab259c0b55ff
4,42.2952622222,-83.7050277778,8c2ab2591500dff
127,42.2438794444,-83.7196983333,8c2ab259a75c3ff
126,42.2295236111,-83.73921999999999,8c2ab24b44e2dff
60,42.2878461111,-83.6924333333,8c2ab25910437ff
75,42.2831566667,-83.78782388890001,8c274996e1ae5ff
130,42.2321511111,-83.7391816667,8c2ab24b44149ff
162,42.2612025,-83.72022555560001,8c2ab259ad109ff
156,42.2645525,-83.7337452778,8c274996d0427ff
131,42.264215,-83.7503469444,8c274996d4db7ff
48,42.2558508333,-83.6918644444,8c2ab25985633ff
171,42.269162777800005,-83.7392877778,8c274996d19c9ff
156,42.2644044444,-83.7336983333,8c274996d05c9ff
156,42.2645083333,-83.733455,8c274996d0423ff
121,42.2594469444,-83.7092166667,8c2ab259a912bff
135,42.2493908333,-83.7210852778,8c2ab259a09c9ff
129,42.2354791667,-83.7390791667,8c274996924abff
185,42.2748641667,-83.73111999999999,8c274996d98e3ff
141,42.24386,-83.7391586111,8c2749969a8a9ff
180,42.2786475,-83.73717138890001,8c274996dd255ff
156,42.2645308333,-83.7337666667,8c274996d0427ff
200,42.2811875,-83.7439894444,8c274996ca0bdff
139,42.2443811111,-83.7297294444,8c2749969b495ff
156,42.2642575,-83.7336511111,8c274996d05c9ff
48,42.2561677778,-83.6917775,8c2ab25985639ff
172,42.2733588889,-83.7407611111,8c274996dc197ff
127,42.244240000000005,-83.7198108333,8c2ab259a7427ff
214,42.2804341667,-83.7461572222,8c274996caf15ff
130,42.231885,-83.7384461111,8c2ab24b4406dff
82,42.2435188889,-83.74931194439999,8c27499690dedff
171,42.269250277800005,-83.7385708333,8c274996d1815ff
173,42.2705327778,-83.7403836111,8c274996dcc99ff
130,42.2322833333,-83.7388227778,8c2ab24b4433dff
173,42.2719094444,-83.7416752778,8c274996dcc05ff
54,42.2364741667,-83.7589058333,8c2ab24b6d0c5ff
63,42.2449158333,-83.7001619444,8c2ab259bd327ff
173,42.2709561111,-83.740475,8c274996dccd5ff
121,42.2590777778,-83.7090177778,8c2ab259a9133ff
167,42.2612594444,-83.7374577778,8c274996d76e3ff
131,42.2641808333,-83.7500508333,8c274996d4db3ff
168,42.2608008333,-83.7274625,8c274996d3719ff
175,42.2813541667,-83.73545055560001,8c2ab25936a19ff
105,42.2441272222,-83.7650505556,8c274996bb1e3ff
182,42.2748644444,-83.7345825,8c274996dd6a3ff
82,42.2436469444,-83.74950611109999,8c27499690d3bff
119,42.2679013889,-83.7712047222,8c2749968cccdff
190,42.274045,-83.7435019444,8c274996dcaa5ff
121,42.2587702778,-83.7089072222,8c2ab259a9adbff
121,42.2591530556,-83.7088477778,8c2ab259a913bff
130,42.2319766667,-83.7392177778,8c2ab24b4414bff
167,42.261575,-83.7374358333,8c274996d76e9ff
43,42.2568844444,-83.69564777779999,8c2ab259850adff
117,42.2741097222,-83.7767516667,8c274996e3607ff
11,42.2743463889,-83.6743711111,8c2ab259c0231ff
83,42.2549736111,-83.750885,8c2749969c061ff
173,42.2708152778,-83.7405383333,8c274996dccd7ff
121,42.2588636111,-83.7090197222,8c2ab259a9ad9ff
48,42.2557675,-83.6920633333,8c2ab25985459ff
131,42.2642330556,-83.7503894444,8c2749968b74bff
120,42.2593208333,-83.7115577778,8c2ab259a9845ff
131,42.2642708333,-83.750215,8c274996d4db7ff
169,42.2604775,-83.7296341667,8c274996d3565ff
117,42.274288611100005,-83.77668277779999,8c274996e3605ff
168,42.2606358333,-83.72720944439999,8c274996d371bff
151,42.2569530556,-83.72712277779999,8c274996d2689ff
139,42.2444102778,-83.7297966667,8c2749969b495ff
47,42.2551066667,-83.6862930556,8c2ab25980345ff
141,42.2438597222,-83.73915500000001,8c2749969a8a9ff
36,42.2577744444,-83.70030277779999,8c2ab25985861ff
162,42.2608566667,-83.7202125,8c2ab259ad103ff
36,42.2577655556,-83.7005325,8c2ab25985867ff
200,42.2813658333,-83.7440983333,8c274996ca0a1ff
29,42.2528041667,-83.6744097222,8c2ab2598a317ff
36,42.2575722222,-83.7005380556,8c2ab25985829ff
117,42.2741030556,-83.7770144444,8c274996e3621ff
117,42.2741291667,-83.7764986111,8c274996e3601ff
6,42.2972544444,-83.6817941667,8c2ab25919687ff
8,42.3051958333,-83.69318249999999,8c2ab25956143ff
117,42.2740786111,-83.7766841667,8c274996e3607ff
11,42.2746508333,-83.67420777779999,8c2ab259c0207ff
175,42.2824158333,-83.7334311111,8c2ab2593636bff
116,42.2735647222,-83.7800416667,8c274996e3525ff
