cluster_id,latitude,longitude,h3
131,42.2643225,-83.7502347222,8c274996d4db5ff
184,42.2775883333,-83.7334608333,8c2ab25936ccdff
111,42.25345,-83.71364777779999,8c2ab259a1233ff
45,42.2902619444,-83.7130333333,8c2ab2593b36bff
29,42.2529277778,-83.67438444439999,8c2ab2598a311ff
4,42.2949588889,-83.70505277779999,8c2ab25915007ff
49,42.2873094444,-83.7191691667,8c2ab25931695ff
120,42.2593483333,-83.7110316667,8c2ab259a984bff
29,42.2527744444,-83.6742875,8c2ab2598a313ff
94,42.2469783333,-83.7616077778,8c274996948c7ff
29,42.2527213889,-83.6742933333,8c2ab2598a313ff
180,42.2785708333,-83.7373405556,8c274996dd20bff
173,42.271085,-83.74027194439999,8c274996dceb7ff
29,42.2528491667,-83.67441027779999,8c2ab2598a317ff
179,42.2787458333,-83.7396583333,8c274996dd321ff
29,42.2528102778,-83.67429388890001,8c2ab2598a313ff
200,42.2811077778,-83.7438333333,8c274996ca0bdff
94,42.2471883333,-83.7615141667,8c274996948cdff
144,42.2862975,-83.7329433333,8c2ab259346adff
144,42.2867886111,-83.7324088889,8c2ab25934613ff
175,42.2822666667,-83.7357208333,8c2ab259378a7ff
50,42.2903536111,-83.7185291667,8c2ab25938ea7ff
29,42.2527911111,-83.6745208333,8c2ab2598a317ff
43,42.256575,-83.6958408333,8c2ab2598424dff
47,42.2552563889,-83.6877361111,8c2ab259818c7ff
29,42.2529502778,-83.67408805560001,8c2ab2598a31bff
184,42.2774069444,-83.7336636111,8c2ab25936cebff
49,42.2873197222,-83.7191469444,8c2ab25931695ff
51,42.2948908333,-83.7192577778,8c2ab2593832dff
157,42.2707261111,-83.7254044444,8c274996d841dff
29,42.2528491667,-83.6740636111,8c2ab2598a31bff
186,42.2758747222,-83.73252694439999,8c274996d9957ff
128,42.2439466667,-83.7435041667,8c2749969043bff
131,42.2641313889,-83.75040444439999,8c2749968b75dff
178,42.2694316667,-83.74739555560001,8c274996d4319ff
178,42.2695802778,-83.7471166667,8c274996d435bff
178,42.2696541667,-83.7474155556,8c274996d4351ff
29,42.2527741667,-83.6744088889,8c2ab2598a317ff
29,42.2526497222,-83.67424777779999,8c2ab2598a045ff
60,42.2882066667,-83.69224388890001,8c2ab25910407ff
11,42.2747866667,-83.6741897222,8c2ab259c0205ff
129,42.2351355556,-83.7391722222,8c274996924b7ff
49,42.2872358333,-83.7191611111,8c2ab25931697ff
49,42.2873419444,-83.7188611111,8c2ab25931691ff
174,42.2742516667,-83.7488658333,8c274996c2469ff
11,42.2744438889,-83.6740925,8c2ab259c0239ff
123,42.2814927778,-83.72995999999999,8c2ab25937539ff
9,42.2840697222,-83.7014755556,8c2ab259162a7ff
11,42.2744758333,-83.6741261111,8c2ab259c0239ff
216,42.2812441667,-83.7483941667,8c274996ca8e1ff
11,42.2745075,-83.67413361109999,8c2ab259c0239ff
144,42.2864811111,-83.73220527779999,8c2ab259346c7ff
11,42.2744555556,-83.67403,8c2ab259c0239ff
7,42.277495,-83.6983477778,8c2ab259e8311ff
29,42.2528483333,-83.6745494444,8c2ab2598a317ff
11,42.2744725,-83.6740641667,8c2ab259c0239ff
11,42.2744447222,-83.6740344444,8c2ab259c0239ff
144,42.2863386111,-83.7321522222,8c2ab25934689ff
9,42.2841388889,-83.7016441667,8c2ab2591601bff
198,42.2777558333,-83.7421286111,8c274996dda35ff
28,42.2453852778,-83.6803736111,8c2ab259822b5ff
1,42.2306747222,-83.67991194439999,8c2ab259ba659ff
11,42.2744744444,-83.67409861109999,8c2ab259c0239ff
144,42.2863119444,-83.7320875,8c2ab259346d5ff
11,42.2745138889,-83.6741583333,8c2ab259c0239ff
11,42.2744352778,-83.6741677778,8c2ab259c0239ff
176,42.272092777800005,-83.7357497222,8c274996dc687ff
30,42.2591758333,-83.6755847222,8c2ab25988749ff
82,42.2435333333,-83.74919416670001,8c27499690de9ff
11,42.2746405556,-83.6740316667,8c2ab259c0203ff
175,42.2819994444,-83.7357044444,8c2ab25936a49ff
29,42.2527627778,-83.67451055560001,8c2ab2598a317ff
49,42.2873616667,-83.7185566667,8c2ab2593b9a5ff
176,42.2720888889,-83.73577,8c274996dc687ff
191,42.2848433333,-83.7436833333,8c274996cb1c7ff
29,42.2527861111,-83.67443277779999,8c2ab2598a317ff
1,42.2308177778,-83.68040194439999,8c2ab259ba64bff
194,42.2817094444,-83.754565,8c274996c0501ff
172,42.2734458333,-83.7405927778,8c274996dc193ff
213,42.281517777800005,-83.74597611109999,8c274996ca1a1ff
29,42.2528072222,-83.6744377778,8c2ab2598a317ff
176,42.27214,-83.7344166667,8c274996d89e7ff
176,42.2721591667,-83.73575500000001,8c274996dc685ff
175,42.2812938889,-83.73562,8c2ab25936a1dff
180,42.2785388889,-83.7368533333,8c274996dd253ff
179,42.2785875,-83.7394366667,8c274996dd33dff
175,42.2822558333,-83.7354338889,8c2ab259378a3ff
144,42.2865294444,-83.7322633333,8c2ab259346c7ff
137,42.2807019444,-83.7803508333,8c274996e1687ff
137,42.2805691667,-83.7798275,8c274996e169dff
35,42.2538436111,-83.6803936111,8c2ab259816a5ff
92,42.2853444444,-83.7806336111,8c274996e8f43ff
69,42.2939883333,-83.7806966667,8c2749961629bff
116,42.2734269444,-83.7799883333,8c274996e3525ff
39,42.2279327778,-83.77845194439999,8c274994d8727ff
92,42.2852311111,-83.7805391667,8c274996e8f43ff
106,42.2911538889,-83.7996125,8c27499633095ff
194,42.2814888889,-83.75356527779999,8c274996c0421ff
110,42.2849286111,-83.8021936111,8c274996e596bff
106,42.2912530556,-83.7995233333,8c27499633083ff
75,42.2827497222,-83.7883219444,8c274996e1819ff
110,42.2850177778,-83.8017641667,8c274996e5941ff
160,42.2777311111,-83.7584133333,8c274996c7417ff
155,42.2819555556,-83.7661697222,8c274996c45a7ff
137,42.2804258333,-83.7803036111,8c274996e16b1ff
159,42.2820538889,-83.758945,8c274996c0891ff
92,42.2856269444,-83.7803658333,8c274996e81a3ff
200,42.28132,-83.7436177778,8c274996ca087ff
194,42.2817033333,-83.75409305560001,8c274996c0557ff
92,42.2854833333,-83.780345,8c274996e8f4bff
106,42.2911983333,-83.7997566667,8c274996330b9ff
136,42.2809369444,-83.7757497222,8c274996ebabbff
136,42.2809002778,-83.7759733333,8c274996ebab1ff
69,42.2933311111,-83.7806425,8c27499616709ff
75,42.2830019444,-83.78808027779999,8c274996e185bff
137,42.2806075,-83.78042138890001,8c274996e16bdff
69,42.2950519444,-83.7810719444,8c27499617527ff
106,42.2911927778,-83.7992813889,8c27499633091ff
136,42.2805602778,-83.77567694439999,8c274996ea365ff
98,42.2569533333,-83.75772361109999,8c27499683445ff
92,42.2857177778,-83.7800775,8c274996e81bdff
52,42.2983652778,-83.72048249999999,8c2ab259065ebff
92,42.2855016667,-83.7800088889,8c274996e81b1ff
137,42.2807652778,-83.78024,8c274996e1687ff
70,42.3055813889,-83.8001316667,8c27499639abdff
117,42.2742722222,-83.7770036111,8c274996e3629ff
155,42.2819761111,-83.7662063889,8c274996c45a5ff
52,42.2982294444,-83.720365,8c2ab2590658dff
131,42.2643358333,-83.7503302778,8c274996d4db5ff
106,42.2916458333,-83.7996066667,8c27499633089ff
92,42.2857025,-83.7804244444,8c274996e81a3ff
106,42.2911766667,-83.7994875,8c27499633095ff
92,42.2852758333,-83.7803788889,8c274996e8f5dff
92,42.2854622222,-83.7804547222,8c274996e8f4bff
69,42.2946877778,-83.7808552778,8c274996162cbff
11,42.2745669444,-83.6740127778,8c2ab259c0203ff
75,42.2830391667,-83.7877772222,8c274996e1ae7ff
137,42.2807258333,-83.7803630556,8c274996e16abff
94,42.2472397222,-83.7620319444,8c274996948edff
136,42.2810002778,-83.7760977778,8c274996ebabdff
137,42.280595,-83.78018,8c274996e16b9ff
11,42.2747133333,-83.6741083333,8c2ab259c0201ff
106,42.2913208333,-83.7994641667,8c2749963309dff
161,42.2772077778,-83.7616033333,8c274996c62bdff
69,42.293575,-83.7806325,8c27499616747ff
194,42.2815941667,-83.7541055556,8c274996c051dff
43,42.2566641667,-83.6960552778,8c2ab2598519bff
1,42.23068,-83.6800336111,8c2ab259ba659ff
1,42.2304202778,-83.6801427778,8c2ab259ba651ff
78,42.2296194444,-83.7259847222,8c2ab24b40011ff
28,42.2456033333,-83.68029111109999,8c2ab259822abff
16,42.2304061111,-83.69963444439999,8c2ab259b0d3dff
118,42.2636441667,-83.7646383333,8c2749968028dff
16,42.2303833333,-83.6995488889,8c2ab259b0d3dff
80,42.2296861111,-83.7193252778,8c2ab24b4b9b5ff
127,42.2442386111,-83.7198211111,8c2ab259a7427ff
43,42.2567338889,-83.69596444439999,8c2ab2598519bff
16,42.2305141667,-83.6994205556,8c2ab259b0d07ff
124,42.2446369444,-83.715035,8c2ab259a383dff
16,42.2303544444,-83.6997133333,8c2ab259b0d35ff
63,42.2450741667,-83.7002944444,8c2ab259bd325ff
1,42.2308305556,-83.67993444439999,8c2ab259bb4b1ff
63,42.2450597222,-83.70013111109999,8c2ab259bd321ff
61,42.2494719444,-83.70037861109999,8c2ab259ab463ff
16,42.2302827778,-83.6996236111,8c2ab259b0d31ff
30,42.2592047222,-83.6757686111,8c2ab259895a7ff
30,42.2591494444,-83.6755136111,8c2ab259895b5ff
1,42.2304838889,-83.6799511111,8c2ab259ba65bff
126,42.229202777800005,-83.73926111109999,8c2ab24b44e27ff
16,42.2304177778,-83.6996147222,8c2ab259b0d3dff
1,42.2306483333,-83.6799891667,8c2ab259ba659ff
29,42.2526258333,-83.67428000000001,8c2ab2598a069ff
63,42.2449963889,-83.7002086111,8c2ab259bd325ff
126,42.2293919444,-83.7392458333,8c2ab24b44e25ff
1,42.2307011111,-83.679815,8c2ab259bb4b3ff
16,42.2304177778,-83.6995602778,8c2ab259b0d3dff
173,42.2709252778,-83.74059388890001,8c274996dccd5ff
127,42.2439708333,-83.7199930556,8c2ab259a75c5ff
64,42.2449688889,-83.7027125,8c2ab259aa5bbff
61,42.2495383333,-83.6996730556,8c2ab259ab45dff
36,42.2577394444,-83.7004558333,8c2ab25985867ff
1,42.2304105556,-83.6801958333,8c2ab259ba657ff
186,42.2758666667,-83.7324588889,8c274996d9957ff
61,42.2496952778,-83.7001833333,8c2ab259ab445ff
1,42.2305669444,-83.6801469444,8c2ab259ba651ff
22,42.3023569444,-83.7045694444,8c2ab2590ace3ff
62,42.2420158333,-83.6999758333,8c2ab259bc22dff
16,42.2303944444,-83.6996866667,8c2ab259b0d3dff
126,42.2297666667,-83.7391833333,8c2ab24b44e65ff
16,42.2301505556,-83.7000083333,8c2ab259b72cbff
4,42.2955141667,-83.70511694439999,8c2ab25915069ff
1,42.2308544444,-83.6801502778,8c2ab259bb4b5ff
166,42.2605488889,-83.7335097222,8c274996d389dff
1,42.2306388889,-83.6802655556,8c2ab259ba65dff
43,42.2565619444,-83.69594694439999,8c2ab2598424dff
141,42.2438302778,-83.7394311111,8c2749969a8a5ff
1,42.2309344444,-83.67997611109999,8c2ab259bb4b1ff
36,42.2576477778,-83.70059361109999,8c2ab25985867ff
1,42.2305775,-83.6799747222,8c2ab259ba659ff
186,42.2760791667,-83.7326088889,8c274996d9955ff
16,42.2304330556,-83.6993216667,8c2ab259b0d39ff
61,42.2491569444,-83.7004016667,8c2ab259ab407ff
16,42.2305383333,-83.699655,8c2ab259b0d2bff
126,42.2292647222,-83.7388197222,8c2ab24b44e2bff
128,42.2437722222,-83.7437194444,8c274996905d9ff
127,42.2439619444,-83.7196491667,8c2ab259a75cbff
16,42.2304933333,-83.6995211111,8c2ab259b0d3dff
139,42.2441752778,-83.7294394444,8c2ab259a6969ff
1,42.2307816667,-83.68004861109999,8c2ab259bb4b7ff
78,42.2297266667,-83.7261786111,8c2ab24b4001dff
62,42.2419611111,-83.70020500000001,8c2ab259bc225ff
47,42.2554394444,-83.6879897222,8c2ab259818c5ff
123,42.2816058333,-83.7309125,8c2ab2593621bff
175,42.2831844444,-83.7359152778,8c2ab25937835ff
198,42.2782058333,-83.7441994444,8c274996ddb27ff
203,42.27953,-83.7439183333,8c274996cae89ff
173,42.2718327778,-83.7407261111,8c274996dcc53ff
174,42.2740227778,-83.7522077778,8c274996c2e3dff
75,42.2828163889,-83.7880530556,8c274996e1aadff
110,42.2850052778,-83.8020636111,8c274996e5945ff
189,42.2801786111,-83.74073111109999,8c274996ca451ff
198,42.2779261111,-83.7441141667,8c274996dd949ff
128,42.2434311111,-83.7432766667,8c274996904a9ff
69,42.2945786111,-83.7811441667,8c274996162c7ff
144,42.2864225,-83.7321816667,8c2ab259346c3ff
30,42.2590647222,-83.6753527778,8c2ab259895b5ff
106,42.2913463889,-83.7995327778,8c27499633083ff
72,42.2976358333,-83.7998130556,8c2749963168bff
109,42.2851086111,-83.7994769444,8c274996e5a07ff
189,42.2815102778,-83.7409916667,8c274996cb5b3ff
94,42.2478025,-83.7602830556,8c27499694ac3ff
109,42.2851433333,-83.79962638890001,8c274996e5a07ff
131,42.2642175,-83.7502102778,8c274996d4db7ff
49,42.2874983333,-83.71933277779999,8c2ab25931683ff
9,42.2844625,-83.7018677778,8c2ab25916057ff
216,42.281565,-83.7483619444,8c274996ca817ff
166,42.2606791667,-83.7342072222,8c274996d3885ff
4,42.2953916667,-83.7047616667,8c2ab25915043ff
202,42.2836177778,-83.751305,8c274996c14e7ff
191,42.2847677778,-83.7439661111,8c274996cb1ebff
189,42.2803213889,-83.7407825,8c274996ca45dff
70,42.3053252778,-83.79980138890001,8c2749963836dff
82,42.2436544444,-83.74932888890001,8c27499690d17ff
91,42.2451547222,-83.7572086111,8c27499694ed7ff
128,42.2439363889,-83.7432366667,8c27499690417ff
95,42.25103,-83.7567533333,8c2749969502bff
126,42.2292630556,-83.73874027779999,8c2ab24b44e2bff
141,42.2440283333,-83.739615,8c2749969a9d1ff
18,42.3093983333,-83.6773908333,8c2ab2595a86bff
131,42.2642302778,-83.7505033333,8c2749968b74bff
126,42.2294538889,-83.7384741667,8c2ab24b44e01ff
141,42.2439347222,-83.7395644444,8c2749969a9d3ff
105,42.2437916667,-83.76497861109999,8c274996bb1bdff
82,42.2437883333,-83.7491580556,8c27499690d11ff
177,42.270122777800005,-83.74992972220001,8c274996d58e1ff
83,42.2551213889,-83.7513644444,8c2749969c337ff
170,42.2717425,-83.7443225,8c274996d5213ff
75,42.2827933333,-83.7876869444,8c274996e1aa9ff
128,42.2440358333,-83.7431797222,8c27499690411ff
128,42.2440747222,-83.7438541667,8c27499690435ff
30,42.2591816667,-83.6755416667,8c2ab259895a3ff
193,42.2756669444,-83.74653361109999,8c274996c3481ff
126,42.2292447222,-83.7386516667,8c2ab24b44e07ff
128,42.2435794444,-83.7433452778,8c274996904e7ff
95,42.2509652778,-83.7570469444,8c27499695027ff
29,42.2527941667,-83.6741158333,8c2ab2598a313ff
126,42.2291680556,-83.73864805560001,8c2ab24b44e3dff
179,42.2785155556,-83.7395877778,8c274996dd323ff
105,42.2441716667,-83.7652383333,8c274996bb1e7ff
61,42.2496277778,-83.7003811111,8c2ab259ab46bff
141,42.2443875,-83.7390911111,8c2749969a8edff
95,42.2509963889,-83.7568661111,8c27499695023ff
95,42.2508372222,-83.7569883333,8c274996951c9ff
18,42.3095383333,-83.67726694439999,8c2ab2595a845ff
91,42.2453691667,-83.7566402778,8c274996945e5ff
95,42.2507544444,-83.7567986111,8c27499695035ff
95,42.2507508333,-83.7569222222,8c274996951c9ff
7,42.277580277800006,-83.6985902778,8c2ab259e8315ff
124,42.2446597222,-83.7151861111,8c2ab259a3823ff
128,42.24387,-83.7437466667,8c27499690437ff
141,42.2442372222,-83.7390511111,8c2749969a8edff
99,42.2293091667,-83.7454538889,8c2ab24b684d3ff
11,42.2748866667,-83.67418694439999,8c2ab259c020dff
30,42.2590377778,-83.6761780556,8c2ab25988745ff
95,42.2507213889,-83.7569063889,8c274996951cbff
100,42.2434327778,-83.7708427778,8c274996b16b9ff
110,42.2849952778,-83.80178027779999,8c274996e5941ff
16,42.230187777800005,-83.6996091667,8c2ab259b0d37ff
174,42.2737525,-83.7491669444,8c274996c242bff
160,42.2778641667,-83.7587883333,8c274996c7439ff
91,42.2453458333,-83.7562861111,8c274996945ebff
114,42.2564780556,-83.76999027779999,8c27499687597ff
177,42.2701602778,-83.7497369444,8c274996d58ebff
141,42.2439733333,-83.7391636111,8c2749969a8e7ff
97,42.2564819444,-83.76081194439999,8c27499682215ff
125,42.24437,-83.7351541667,8c2749969a1d3ff
95,42.2509452778,-83.7568486111,8c27499695023ff
126,42.2292666667,-83.7387525,8c2ab24b44e2bff
117,42.2742222222,-83.77685,8c274996e3605ff
138,42.2449105556,-83.7251013889,8c2ab259a7891ff
205,42.2780530556,-83.7488908333,8c274996c30d1ff
128,42.2436222222,-83.74335027779999,8c274996904e1ff
95,42.2508619444,-83.7566075,8c2749969503dff
70,42.3055302778,-83.8001327778,8c27499639abdff
207,42.2794063889,-83.7512547222,8c274996c3155ff
11,42.2742580556,-83.6743286111,8c2ab259c0237ff
93,42.2886794444,-83.76564527779999,8c274996c5045ff
116,42.2736511111,-83.7802230556,8c274996e2253ff
94,42.2469186111,-83.76160444439999,8c274996948c7ff
94,42.2470075,-83.7616125,8c274996948c7ff
105,42.2441205556,-83.7649608333,8c274996bb1e3ff
134,42.2909030556,-83.7395208333,8c2ab25935815ff
87,42.3004927778,-83.7357286111,8c2ab2592af3bff
86,42.3037319444,-83.73527,8c2ab2592b89bff
175,42.2832147222,-83.73549611109999,8c2ab25937839ff
68,42.2927255556,-83.78505444439999,8c27499616f01ff
107,42.2899786111,-83.7934725,8c274996ed9d9ff
43,42.2567722222,-83.6955816667,8c2ab259850a1ff
25,42.3166988889,-83.6937361111,8c2ab25955269ff
92,42.2852566667,-83.7801961111,8c274996e8f5dff
86,42.3037316667,-83.7350775,8c2ab2592a327ff
107,42.2902963889,-83.793785,8c274996ed9c9ff
137,42.2806019444,-83.7804875,8c274996e16bdff
92,42.2855580556,-83.7802375,8c274996e81b5ff
69,42.2938308333,-83.7811416667,8c27499616297ff
137,42.2801875,-83.7803491667,8c274996e14d9ff
86,42.303575,-83.73480527779999,8c2ab2592a335ff
137,42.280645277800005,-83.78053249999999,8c274996e16a3ff
86,42.3036736111,-83.7352802778,8c2ab2592b89bff
183,42.2871875,-83.7437177778,8c274996c8697ff
107,42.2900708333,-83.7934338889,8c274996ed837ff
100,42.2433088889,-83.7713986111,8c274996b14c9ff
107,42.2899694444,-83.793995,8c274996ed989ff
110,42.2849986111,-83.8017191667,8c274996e594bff
170,42.2717666667,-83.7446980556,8c274996d52edff
86,42.3037786111,-83.7351736111,8c2ab2592a325ff
86,42.3038533333,-83.73512,8c2ab2592a325ff
86,42.3037513889,-83.7352736111,8c2ab2592b89bff
171,42.2694069444,-83.7390161111,8c274996d182bff
92,42.2854408333,-83.780445,8c274996e8f4bff
152,42.2546497222,-83.7254747222,8c2ab259a5051ff
156,42.2643933333,-83.7338288889,8c274996d05cdff
107,42.2898275,-83.7935272222,8c274996ed9d1ff
100,42.2435222222,-83.77172,8c274996b141bff
26,42.3116133333,-83.7075269444,8c2ab25908e11ff
16,42.230505,-83.6997169444,8c2ab259b0d2bff
152,42.2549416667,-83.7257458333,8c2ab259a5041ff
152,42.2549641667,-83.7256369444,8c2ab259a504bff
119,42.2677061111,-83.7714111111,8c2749968ccebff
109,42.2852744444,-83.7995227778,8c274996e5a05ff
131,42.264237777800005,-83.75019972220001,8c274996d4db7ff
66,42.2970144444,-83.78459000000001,8c27499617ae1ff
68,42.2927122222,-83.7850327778,8c27499616f01ff
152,42.254813611100005,-83.7258191667,8c2ab259a5047ff
86,42.3037386111,-83.7351958333,8c2ab2592b89bff
152,42.2547383333,-83.7256491667,8c2ab259a5055ff
64,42.2446102778,-83.7024541667,8c2ab259bda63ff
152,42.2548444444,-83.7256802778,8c2ab259a5043ff
152,42.254715,-83.7256430556,8c2ab259a5055ff
131,42.2642552778,-83.7503019444,8c274996d4db7ff
126,42.2292952778,-83.7386666667,8c2ab24b44e07ff
106,42.2911863889,-83.7991902778,8c27499633091ff
107,42.2900386111,-83.7934875,8c274996ed837ff
169,42.2606430556,-83.7298719444,8c274996d30b7ff
107,42.2901102778,-83.7936458333,8c274996ed9cbff
86,42.3036794444,-83.7353091667,8c2ab2592b89bff
116,42.273525277800005,-83.78024361109999,8c274996e2219ff
92,42.2853525,-83.78048888890001,8c274996e8f43ff
69,42.2937502778,-83.780625,8c2749961674dff
66,42.2971755556,-83.7845591667,8c27499617aedff
152,42.2547944444,-83.72568916670001,8c2ab259a5043ff
152,42.2548766667,-83.7255052778,8c2ab259a504bff
152,42.2546622222,-83.7254386111,8c2ab259a5051ff
23,42.3171836111,-83.7135058333,8c2ab2590d645ff
40,42.3163775,-83.7340691667,8c2ab2596285bff
156,42.2645188889,-83.7332008333,8c274996d0407ff
116,42.2733905556,-83.7802741667,8c274996e221bff
69,42.293897777800005,-83.78219611109999,8c274996160c1ff
156,42.2645708333,-83.7333497222,8c274996d042bff
68,42.2926141667,-83.7846508333,8c27499616f1dff
126,42.2293416667,-83.7388008333,8c2ab24b44e2bff
151,42.2569747222,-83.7271627778,8c274996d26c7ff
40,42.3160925,-83.7341411111,8c2ab25962aa5ff
152,42.2548036111,-83.7254833333,8c2ab259a505dff
86,42.3034594444,-83.7354344444,8c2ab2592a145ff
66,42.2973041667,-83.7848702778,8c27499617a33ff
92,42.2852377778,-83.78064638890001,8c274996e8f09ff
68,42.2929216667,-83.7857227778,8c274996168dbff
152,42.2549936111,-83.72568000000001,8c2ab259a5041ff
108,42.2886363889,-83.78947194439999,8c274996ec237ff
92,42.2853961111,-83.7805011111,8c274996e8f4bff
173,42.2718994444,-83.7415436111,8c274996dcc01ff
202,42.2833338889,-83.7497975,8c274996cab67ff
119,42.2677655556,-83.77119694439999,8c2749968ccc7ff
156,42.2644436111,-83.7335908333,8c274996d0423ff
69,42.2936072222,-83.7807316667,8c27499616745ff
92,42.2850644444,-83.7802788889,8c274996e8f51ff
152,42.2548561111,-83.72571861109999,8c2ab259a5043ff
117,42.2744288889,-83.77681,8c274996e3663ff
18,42.3093852778,-83.67736361109999,8c2ab2595a86bff
86,42.3038730556,-83.7352352778,8c2ab2592a325ff
107,42.2899983333,-83.7929077778,8c274996ed8edff
151,42.2569633333,-83.7270541667,8c274996d2689ff
87,42.3005127778,-83.7360363889,8c2ab2592af31ff
92,42.2853808333,-83.7803755556,8c274996e8f4bff
152,42.2549747222,-83.7256677778,8c2ab259a5041ff
68,42.2928947222,-83.7856522222,8c27499616f67ff
134,42.2911125,-83.7397727778,8c2ab25935807ff
152,42.2547261111,-83.7256080556,8c2ab259a5055ff
115,42.2728411111,-83.7862688889,8c274996e2845ff
92,42.2854233333,-83.7804036111,8c274996e8f4bff
92,42.2854644444,-83.7805855556,8c274996e8f41ff
166,42.2607169444,-83.7340433333,8c274996d3885ff
126,42.2292891667,-83.73869361109999,8c2ab24b44e07ff
100,42.2434119444,-83.7717769444,8c274996b1413ff
152,42.2547986111,-83.7255461111,8c2ab259a505dff
87,42.3006986111,-83.7355119444,8c2ab2592af15ff
138,42.2451638889,-83.7248819444,8c2ab259a78d3ff
16,42.2301736111,-83.6995783333,8c2ab259b0d37ff
1,42.2308541667,-83.68025444439999,8c2ab259ba64bff
16,42.2303194444,-83.6996166667,8c2ab259b0d35ff
1,42.2308908333,-83.6799919444,8c2ab259bb4b1ff
52,42.2979025,-83.7207769444,8c2ab259065abff
4,42.2953169444,-83.704775,8c2ab25915043ff
22,42.3024977778,-83.7045030556,8c2ab2590ace1ff
110,42.2850019444,-83.8020977778,8c274996e5945ff
139,42.2440155556,-83.72971,8c2ab259a6961ff
52,42.2979019444,-83.720485,8c2ab25906587ff
52,42.29791,-83.72044722220001,8c2ab25906587ff
4,42.2953202778,-83.70489333329999,8c2ab25915047ff
22,42.3024058333,-83.7044977778,8c2ab2590ace3ff
151,42.2569555556,-83.72651861109999,8c274996d26d9ff
47,42.2550177778,-83.6859333333,8c2ab25980343ff
4,42.2953186111,-83.7049086111,8c2ab25915047ff
173,42.2709266667,-83.7407475,8c274996dcc89ff
128,42.2438913889,-83.74329,8c27499690417ff
167,42.26136,-83.7372905556,8c274996d76ebff
190,42.2740105556,-83.7440158333,8c274996dc811ff
52,42.2979697222,-83.7204308333,8c2ab25906587ff
35,42.2541127778,-83.6807733333,8c2ab25981457ff
29,42.2528913889,-83.67400500000001,8c2ab2598a31bff
167,42.26127,-83.7372347222,8c274996d768dff
30,42.2590919444,-83.6757027778,8c2ab25988749ff
185,42.2749191667,-83.73120444439999,8c274996d98e7ff
29,42.2527375,-83.67413638890001,8c2ab2598a313ff
110,42.2848952778,-83.8020891667,8c274996e5947ff
29,42.2529172222,-83.67431638890001,8c2ab2598a311ff
158,42.2724713889,-83.72805888890001,8c274996d808dff
43,42.2568458333,-83.6957786111,8c2ab259850a5ff
158,42.2724719444,-83.7278961111,8c274996d808dff
11,42.2744516667,-83.6740547222,8c2ab259c0239ff
29,42.2528711111,-83.67440194439999,8c2ab2598a317ff
61,42.2497827778,-83.7002786111,8c2ab259ab469ff
70,42.3053977778,-83.80006805560001,8c27499639ab1ff
116,42.2734825,-83.7800252778,8c274996e3525ff
63,42.2449633333,-83.6998252778,8c2ab259bd32bff
16,42.2304391667,-83.6995641667,8c2ab259b0d3dff
62,42.2422919444,-83.7004369444,8c2ab259bc355ff
62,42.2421119444,-83.6999930556,8c2ab259bc22dff
35,42.25415,-83.6808888889,8c2ab25981455ff
147,42.2396413889,-83.7394091667,8c27499693503ff
146,42.2387213889,-83.7394191667,8c274996935a9ff
53,42.2368738889,-83.7624233333,8c2ab24b6daebff
63,42.2449683333,-83.6999125,8c2ab259bd321ff
29,42.2527952778,-83.67436027779999,8c2ab2598a317ff
48,42.2559397222,-83.6906077778,8c2ab25981923ff
154,42.26702,-83.7215211111,8c274996db09bff
62,42.2424919444,-83.7,8c2ab259bd1b3ff
173,42.2719113889,-83.7406625,8c274996dcc5bff
1,42.2308772222,-83.6800516667,8c2ab259bb4b1ff
16,42.2303277778,-83.6995127778,8c2ab259b0d31ff
29,42.2527361111,-83.6744002778,8c2ab2598a069ff
62,42.242175,-83.7000172222,8c2ab259bc35bff
126,42.2293633333,-83.73935444439999,8c2ab24b44e25ff
62,42.2422066667,-83.6999802778,8c2ab259bc35bff
81,42.2465247222,-83.7496502778,8c27499690ae5ff
126,42.2293058333,-83.7392375,8c2ab24b44e25ff
16,42.2303322222,-83.6995672222,8c2ab259b0d31ff
62,42.2420594444,-83.6998927778,8c2ab259bc22dff
200,42.28132,-83.743325,8c274996ca08bff
1,42.2308275,-83.6799863889,8c2ab259bb4b7ff
35,42.2538777778,-83.68076861109999,8c2ab25981419ff
1,42.23086,-83.6801641667,8c2ab259bb4b5ff
48,42.2555511111,-83.6900213889,8c2ab259819edff
103,42.2563844444,-83.71059722220001,8c2ab259a813dff
1,42.2309,-83.6800844444,8c2ab259bb4b5ff
1,42.230792777800005,-83.6802227778,8c2ab259ba64bff
63,42.2449544444,-83.6997941667,8c2ab259bd32bff
62,42.2422941667,-83.6997875,8c2ab259bc261ff
28,42.2457847222,-83.6805191667,8c2ab259822adff
62,42.24215,-83.6999091667,8c2ab259bc267ff
177,42.2703977778,-83.7499997222,8c274996d58edff
29,42.2528038889,-83.6745405556,8c2ab2598a317ff
47,42.25502,-83.6862275,8c2ab25980347ff
63,42.24485,-83.69985944439999,8c2ab259bd323ff
1,42.23086,-83.6803716667,8c2ab259ba64bff
61,42.2495261111,-83.7001788889,8c2ab259ab447ff
126,42.229315277800005,-83.739305,8c2ab24b44e25ff
16,42.2305777778,-83.6993791667,8c2ab259b0d07ff
